p_ar_mois,p_ar_vol,p_ar_ash,p_ar_fc,p_ar_sul,p_ar_hhv,p_ar_lhv,u_ar_nit
27.96,30.37,24.04,17.63,3.011,3143.877,2865.301,1.182
28.75,28.52,25.57,17.16,2.587,2960.76,2678.924,1.155
30.02,27.1,26.69,16.19,2.623,2845.162,2558.083,1.101
31,28.63,23.39,16.98,2.526,3004.578,2713.453,1.093
28.68,28.56,26.11,16.65,2.712,2976.31,2694.762,1.073
30.97,27.81,24.3,16.92,2.624,2946.56,2655.56,1.059
28.73,29.62,25.07,16.58,2.903,3010.158,2728.404,1.035
30.27,28.72,24.52,16.49,2.688,2936.882,2648.771,1.051
30.32,26.58,26.2,16.9,2.494,2818.65,2530.332,1.153
31.49,27.16,25.09,16.26,2.545,2800.8,2507.653,1.074
30.79,27.41,25.35,16.45,2.62,2880.203,2589.945,1.081
31.25,26.93,25.22,16.6,2.692,2873.065,2580.908,1.069
30.21,26.4,29.31,14.08,2.537,2628.871,2341.007,1.008
30.98,28.93,19.02,21.07,1.888,3298.639,3007.597,1.287
31.45,28.62,21.13,18.8,2.429,3107.936,2814.954,1.148
30.51,28.99,21.9,18.6,2.32,3103.32,2814.218,1.154
29.13,26.36,28.3,16.21,2.689,2794.973,2511.568,1.077
28.73,28.12,29.3,13.85,3.039,2697.984,2416.229,1.035
28.45,28.27,26.37,16.91,2.716,2965.479,2684.881,1.116
30.18,25.5,30.08,14.24,2.808,2586.591,2298.852,0.962
31.67,27.76,23.23,17.34,2.669,2984.362,2690.471,1.069
30.54,28.17,25.49,15.8,2.654,2870.307,2581.081,1.075
30.55,27.75,23.23,18.47,3.127,3127.563,2838.296,1.143
28.65,27.19,27.71,16.45,3.007,2908.373,2626.949,1.143
28.41,27.03,28.51,16.05,2.622,2838.055,2557.622,1.158
28.77,28.63,27.04,15.56,2.788,2896.94,2615.02,1.131
29.23,26.62,27.56,16.59,2.687,2841.943,2558.125,1.145
28.51,27.22,28.14,16.13,2.776,2860.001,2579.155,1.139
29.31,26.98,30,13.71,2.821,2594.872,2310.724,1.031
29.47,27.82,25.94,16.77,2.636,2924.573,2639.764,1.143
29.67,27.17,28.42,14.74,2.79,2712.833,2427.198,1.082
28.94,25.21,31.59,14.26,2.72,2727.414,2444.793,1.273
27.93,27,29.11,15.96,2.773,2624.605,2346.153,1.163
30.95,26.34,27.01,15.7,2.799,2785.9,2494.982,1.113
28.7,29.08,29.13,13.09,3.474,2724.811,2443.18,1.121
28.91,27.9,26.91,16.28,2.994,2922.549,2640.051,1.186
30.13,26.65,27.5,15.72,2.871,2777.409,2489.876,1.108
28.45,28.11,27.37,16.07,3.303,2944.133,2663.534,1.092
28.75,27.56,26.72,16.97,2.739,2941.32,2659.483,1.183
28.38,27.51,27.76,16.35,2.744,2891.366,2611.056,1.152
29.41,26.85,27.14,16.6,3.1,2882.471,2597.909,1.15
29.76,27.73,25.87,16.64,2.855,2966.013,2680.007,1.153
29.64,27.46,26.32,16.58,2.841,2927.205,2641.694,1.139
29.13,27.16,28.53,15.18,2.562,2758.163,2474.758,1.081
30.84,28.73,21.93,18.5,3.058,3189.941,2899.477,1.125
29.15,27.14,26.78,16.93,2.684,2934.013,2650.525,1.137
29.25,27,27.58,16.17,2.68,2841.85,2557.949,1.141
30.4,28.46,24.3,16.84,2.884,2968.336,2679.689,1.112
29.54,28.02,23.48,18.96,2.877,3187.663,2902.565,1.192
29.97,27.8,23.64,18.59,2.717,3137.535,2850.662,1.199
30.69,27.47,21.75,20.09,2.384,3201.314,2911.469,1.31
30.82,25.36,25.53,18.29,2.681,2885.342,2594.96,1.124
28.92,27.14,24.6,19.34,3.163,3149.477,2866.938,1.172
30.92,25.6,25.5,17.98,2.787,2890.863,2600.068,1.116
30.16,25.57,25.65,18.62,2.795,2935.902,2648.245,1.123
29.08,26.3,31.19,13.43,2.51,2521.937,2238.738,1.032
29.7,28.81,24.35,17.14,3.001,3019.071,2733.313,1.164
27.9,25.61,33.07,13.42,2.584,2474.42,2196.092,1.024
28.08,26.37,31.56,13.99,2.551,2559.305,2280.234,1.061
28.49,24.39,30.37,16.75,2.617,2718.811,2438.047,1.071
29.52,25.31,28.62,16.55,2.656,2723.166,2438.151,1.039
28.68,25.16,29.5,16.66,2.781,2758.815,2477.267,1.051
27.89,25.33,32.06,14.72,2.679,2583.034,2304.747,1.014
31.07,27.44,27.99,13.5,2.741,2650.977,2359.564,0.902
28.77,27.17,27.93,16.13,2.63,2852.765,2570.846,0.985
28.06,27.75,29.01,15.18,2.727,2820.395,2541.407,0.98
28.94,25.74,31.02,14.3,2.671,2597.894,2315.273,0.92
31.36,25.19,26.74,16.71,2.368,2747.118,2454.507,0.983
31.61,27.06,23.36,17.97,2.119,2976.455,2682.813,1.097
31.13,27.46,23.45,17.96,2.082,2998.43,2706.769,1.105
29.92,26.25,29.17,14.66,2.553,2694.534,2407.867,0.919
31.26,27.63,27.34,13.77,2.542,2667.924,2375.726,0.913
28.13,27.31,29.18,15.38,2.641,2825.291,2546.014,0.962
28.42,27.38,28.61,15.59,2.664,2841.298,2560.824,0.98
29.15,25.76,30.3,14.79,2.742,2620.635,2337.147,0.91
29.11,27.38,28.96,14.55,2.874,2722.415,2439.093,0.957
29.07,27.36,27.62,15.95,2.625,2830.216,2547.058,0.998
28.86,26.87,28.25,16.02,2.725,2810.778,2528.487,0.995
30.78,26.68,26.58,15.96,2.444,2791.48,2501.263,1.037
30.84,25.85,26.99,16.32,2.676,2790.248,2499.784,1.02
30.48,26.34,27.06,16.12,3.226,2857.008,2568.03,0.997
31.42,26.99,25.18,16.41,2.358,2828.5,2535.642,1.045
28.15,25.63,29.94,16.28,2.821,2784.939,2505.579,1.026
27.54,25.73,31.7,15.03,3.198,2711.855,2435.013,0.934
28.17,27.05,28.06,16.72,2.974,2942.354,2662.911,1.039
28.67,27.16,27.43,16.74,2.959,2955.994,2674.488,1.046
28.18,26.19,28.41,17.22,2.969,2906.418,2626.934,1.036
28.98,26.45,30.67,13.9,2.735,2603.154,2320.368,0.903
27.69,27.71,27.92,16.68,2.667,2932.559,2655.098,1.076
28.46,27.34,27.6,16.6,2.763,2906.778,2626.138,1.067
28.06,26.62,28.81,16.51,2.848,2858.302,2579.313,1.032
28.05,26.33,27.76,17.86,3.054,2945.924,2666.976,1.044
28.66,27.78,28.48,15.08,2.924,2814.991,2533.526,0.99
27.13,26.88,30.21,15.78,3.061,2820.077,2544.927,1.017
26.84,27.5,29.91,15.75,3.092,2832.275,2558.322,1.096
27.12,26.35,29.68,16.85,3.234,2854.056,2578.947,1.069
27.29,28.58,26.98,17.15,3.451,3081.602,2805.792,1.077
27.26,27.92,28.53,16.29,3.095,2954.716,2679.03,1.084
30.98,28.64,24.41,15.97,3.095,2964.572,2673.53,1
27.32,27.14,29.19,16.35,2.812,2859.799,2583.865,1.07
29.02,29.46,23.94,17.58,3.28,3177.98,2895.028,1.067
27.94,28.91,25.16,17.99,3.046,3164.57,2886.077,1.153
26.22,29.46,26.01,18.31,3.012,3222.34,2950.946,1.19
28.63,27.24,28.53,15.6,2.612,2826.539,2545.197,1.069
29.96,27.31,27.64,15.09,2.529,2715.047,2428.216,1.032
27.91,27.63,28.35,16.11,2.534,2879.399,2601.03,1.091
27.74,27.56,29.22,15.48,2.497,2763.287,2485.619,1.024
28.86,27.05,26.71,17.38,2.668,3051.063,2768.772,1.135
30.19,25.88,28.12,15.81,2.81,2752.134,2464.353,1.03
31.41,25.22,26.98,16.39,2.732,2694.427,2401.61,0.976
29.26,24.91,26.8,19.03,2.707,2931.071,2647.128,1.103
28.96,26.31,28.81,15.92,2.696,2780.822,2498.119,1.053
26.98,26.93,29.04,17.05,3.2,2881.381,2606.851,1.075
25.54,26.51,32.44,15.51,3.094,2701.664,2433.077,1.034
28.63,28.15,27.08,16.14,3.338,2899.114,2617.773,1.074
26.58,27.51,28.35,17.56,3.161,2964.862,2691.983,1.121
29.33,27.03,27.75,15.89,2.725,2795.771,2511.54,1.036
26.25,29.25,29.36,15.14,3.44,2898.778,2627.261,1.06
29.13,28.62,24.68,17.57,2.662,3035.003,2751.598,1.114
27.25,27.89,31.73,13.13,2.893,2630.114,2354.469,1.104
25.63,28.66,26.94,18.77,3.326,3143.828,2874.87,0.912
27.45,27.58,29.47,15.5,2.851,2760.086,2483.615,1.152
31.16,28.43,24.87,15.54,3.22,2840.615,2548.829,1.128
27.3,28.51,27.29,16.9,2.681,2926.254,2650.403,1.233
27.95,28.88,24.97,18.2,2.777,3056.171,2777.636,1.298
28.89,25.92,30.67,14.52,3.058,2621.079,2338.664,0.984
29.7,27.87,26.23,16.2,3.106,2896.087,2610.328,1.007
28.59,26.87,29.41,15.13,2.941,2737.011,2455.835,1.024
28.71,26.54,28.03,16.72,2.943,2842.969,2561.297,1.052
28.57,27.15,27.58,16.7,3.205,2888.114,2607.021,1.038
29.05,28.19,25.64,17.12,3.592,3015.617,2732.541,1.033
28.29,28.05,26.11,17.55,3.357,3037.37,2757.432,1.086
26.16,29.18,25.87,18.79,3.389,3214.024,2942.878,1.219
31.48,26.74,25.09,16.69,3.152,2875.776,2582.67,1.082
30.59,27.18,24.4,17.83,3.143,2979.862,2690.43,1.187
31,26.96,24.74,17.3,3.182,2933.306,2642.182,1.093
27.38,25.42,29.34,17.86,3.283,2846.192,2570.01,1.089
28.1,27.42,27.45,17.03,2.885,2890.7,2611.546,1.067
27.96,29.48,22.84,19.72,2.546,3233.471,2954.895,1.226
31.4,29.27,18.06,21.27,2.885,3405.985,3113.209,1.265
30.03,28.94,20.03,21,3.021,3495.86,3208.739,1.243
30.54,28.53,18.6,22.33,3.079,3031.261,2742.036,1.27
31.85,25.95,24.53,17.67,2.825,2837.699,2543.066,1.113
31.55,26.14,24.45,17.86,2.768,2884.679,2591.284,1.136
31.16,28.74,20.15,19.95,2.967,3244.049,2952.264,1.212
31.52,26.55,25.58,16.35,2.88,2786.972,2493.701,1.116
31.83,25.7,25.39,17.08,2.701,2804.059,2509.508,1.11
31.9,25.94,24.96,17.2,2.867,2815.017,2520.177,1.116
30.57,26.77,23.19,19.47,2.934,3048.552,2759.203,1.119
29.78,26.87,22.83,20.52,2.912,3142.614,2856.525,1.153
31.94,28.52,19.94,19.6,2.712,3232.117,2937.112,1.205
29.7,27.59,22.73,19.98,3.514,3219.774,2934.016,1.146
30,27.58,22.57,19.85,2.981,3177.305,2890.308,1.167
29.9,26.72,23.43,19.95,3.012,3095.31,2808.726,1.139
30.04,27.84,21.44,20.68,3.084,3302.491,3015.329,1.186
28.62,28.23,22.31,20.84,3.009,3305.023,3023.723,1.209
27.2,28.3,23.69,20.81,3.18,3274.48,2999.042,1.204
30.15,28.74,19.73,21.38,2.982,3370.25,3082.635,1.24
27.04,30.53,19.48,22.95,3.047,3624.069,3349.291,1.298
28.98,28.69,22.2,20.13,3.103,3283.024,3000.238,1.195
29.58,28.9,21.76,19.76,2.983,3417.202,3131.939,1.193
29.89,28.51,23.49,18.11,2.929,3030.128,2743.586,1.101
30.04,28.15,24.01,17.8,3.043,3088.385,2801.223,1.073
31.55,26.69,25.11,16.65,2.762,2871.085,2577.69,1.068
31.68,27.46,23.58,17.28,2.743,2951.5,2657.568,1.084
33.48,27.37,23.07,16.08,2.765,2802.93,2501.568,1.014
30.3,27.76,25.2,16.74,2.952,3006.432,2718.197,1.095
30.63,25.24,26.48,17.65,2.533,2812.266,2522.669,0.961
28.88,25.83,26.27,19.02,2.675,2748.579,2466.205,1.113
28.58,26.04,28.21,17.17,2.791,2971.679,2690.544,1.079
28.4,26.71,25.37,19.52,2.88,3049.284,2768.892,1.152
29.41,26.08,25.78,18.73,2.829,2940.769,2656.208,1.099
31.52,24.98,26.29,17.21,2.486,2753.403,2460.132,0.956
31.52,24.75,25.94,17.79,2.367,2770.754,2477.483,0.94
30.76,24.85,27.13,17.26,2.37,2728.428,2438.294,0.939
30.84,26.04,25.57,17.55,2.447,2795.876,2505.412,0.947
30.6,26.22,26.26,16.92,2.734,2788.699,2499.226,0.952
30.81,26.12,24.94,18.13,2.661,2874.201,2583.861,0.979
29.12,26.55,28.18,16.15,3.085,2799.262,2515.898,1.049
28.13,27.13,31.08,13.66,2.564,2542.099,2262.821,1.009
29.57,27.94,23.46,19.03,3.187,3128.708,2843.486,1.126
28.9,28.34,23.88,18.88,3.239,3148.099,2865.643,1.14
29.02,26.6,27.45,16.93,2.696,2856.537,2573.586,1.097
27.92,27.41,28.89,15.78,2.809,2811.295,2532.884,1.074
32.79,26.53,24.64,16.04,2.888,2797.568,2499.055,0.997
30.36,26.82,25.56,17.26,2.699,2930.106,2641.623,1.085
28.65,27.51,27.41,16.43,2.732,2857.9,2576.476,1.116
28.57,27.37,26.8,17.26,2.8,2923.545,2642.451,1.122
28.07,27.38,27.05,17.5,2.948,2940.941,2661.912,1.104
29.02,26.46,26.78,17.74,2.914,2895.877,2612.925,1.096
29.28,26.88,26.64,17.2,2.834,2885.174,2601.149,1.091
29.19,27.39,26.86,16.56,2.921,2876.36,2592.707,1.091
28.57,26.89,27.47,17.07,2.965,2901.786,2620.692,1.097
28.11,27.24,26.59,18.06,2.974,2999.676,2720.481,1.131
27.91,27.64,26.41,18.04,2.983,3011.112,2732.743,1.143
28.52,26.89,27.12,17.47,2.991,2937.425,2656.537,1.057
28.4,27.48,29.09,15.03,2.773,2776.903,2496.511,1.054
28.25,27.46,28.5,15.79,2.787,2827.183,2547.41,1.082
29.84,27,26.8,16.36,2.727,2841.116,2554.78,1.078
29.02,27.19,27.94,15.85,2.775,2839.251,2556.299,1.086
28.7,27.73,27.23,16.34,2.625,2863.558,2581.928,1.088
29.03,28.25,25.56,17.16,2.919,2991.679,2708.686,1.101
32.61,26.97,24.82,15.6,2.837,2771.821,2474.05,1.004
29.14,26.53,29.33,15,2.76,2692.093,2408.646,1.028
29,27.34,27.72,15.94,2.743,2821.561,2538.692,1.072
29.08,27.77,25.82,17.33,2.852,2972.292,2689.093,1.124
26.3,28.52,27.64,17.54,2.668,3001.543,2729.819,1.126
29.87,27.68,25.76,16.69,2.783,2906.458,2619.997,1.085
30.5,27.37,25.3,16.83,2.815,2894.067,2605.006,1.099
30.68,27.31,24.06,17.95,2.472,2967.766,2677.963,1.152
28.41,27.82,27.53,16.24,2.988,2897.127,2616.693,1.1
31.29,27.66,23.79,17.26,2.321,2929.138,2636.817,1.051
29.25,27.38,25.26,18.11,2.724,3039.433,2755.533,1.137
29.04,27.92,25.01,18.03,2.818,3076.488,2793.454,1.144
29.38,27.59,24.54,18.49,2.888,3078.669,2794.231,1.109
29.65,27.59,24.26,18.5,2.991,3062.374,2776.822,1.14
30.43,27.06,28.43,14.08,2.858,2649.309,2360.537,0.943
28.86,27.02,28.02,16.1,2.686,2859.782,2577.491,1.036
29.37,26.85,26.75,17.03,2.545,2916.721,2632.325,1.046
29.65,26.61,26.8,16.94,2.803,2888.307,2602.755,1.078
29.78,27.39,24.9,17.93,2.779,3028.304,2742.215,1.08
29.58,26.71,25.57,18.14,2.968,2977.882,2692.619,1.06
28.92,28.15,28.7,14.23,3.235,2763.106,2480.567,1.027
28.94,26.76,28.6,15.7,2.919,2798.211,2515.59,1.061
28.8,27.44,27.9,15.86,2.934,2869.379,2587.336,1.064
28.73,27.12,27.78,16.37,3.29,2856.94,2575.185,1.048
29.05,26.9,30.33,13.72,2.906,2620.846,2337.77,0.943
28.22,27.34,26.96,17.48,2.959,2966.631,2686.982,1.115
27.95,27.65,26.96,17.44,2.921,2986.808,2708.274,1.111
29.46,26.46,26.98,17.1,2.708,2849.73,2564.962,1.105
31.53,27.95,22.38,18.14,2.922,3067.164,2773.852,1.115
30.48,27.21,23.93,18.38,2.817,3040.807,2751.829,1.15
30.49,27.25,24.05,18.21,2.723,3024.677,2735.658,1.138
30.16,26.9,25.37,17.57,3.015,2966.626,2678.969,1.091
29.76,28.18,27.22,14.84,3.366,2849.373,2563.367,1.028
29.75,26.51,26.37,17.37,2.977,2905.263,2619.299,1.063
30.18,26.86,25.91,17.05,2.997,2916.668,2628.928,1.067
32.78,27.75,22.95,16.52,2.54,2855.079,2556.606,1.061
29.28,27.62,24.47,18.63,3.158,3091.437,2807.412,1.128
29.44,28.14,24.79,17.63,3.136,3047.192,2762.506,1.117
28.62,28.09,26.92,16.37,2.948,2896.471,2615.171,1.165
29.61,27.45,26.31,16.63,2.882,2880.306,2594.919,1.16
31.18,26.58,24.8,17.44,2.829,2907.174,2615.306,1.138
29.34,27.53,25.71,17.42,2.853,2895.184,2610.912,1.154
29.29,28.57,21.71,20.43,2.8,3264.004,2979.938,1.288
28.84,29.27,20.48,21.41,2.725,3299.594,3017.385,1.304
29.7,28.24,23.38,18.68,2.982,3127.118,2841.36,1.161
28.81,28.66,24.6,17.93,3.453,3124.268,2842.184,1.132
25.72,30.16,25.29,18.83,3.07,3244.377,2975.048,1.231
29.5,28.45,26.25,15.8,2.904,3441.704,3156.771,1.149
29.35,26.81,26.74,17.1,2.575,2863.756,2579.442,1.167
31.31,25.22,28.33,15.14,2.62,2613.692,2321.288,1.078
31.63,26.14,26.41,15.82,2.633,2725.857,2432.132,1.072
30.47,28.38,25.37,15.78,2.848,2844.179,2555.242,1.085
29.96,27.27,26.13,16.64,2.728,2869.161,2582.33,1.087
30.22,27.79,24.33,17.66,2.751,2985.781,2697.876,1.109
28.51,27.91,25.23,18.35,3.11,3075.045,2794.199,1.002
28.34,28,24.22,19.44,3.122,3178.365,2898.221,1.073
30.43,28.3,23.17,18.1,2.653,3059.252,2770.48,1.151
29.72,26.2,28.73,15.35,2.782,2736.81,2450.969,1.033
31.32,27.35,24.13,17.2,2.626,2943.936,2651.491,1.087
29.04,25.95,27.76,17.25,2.945,2850.375,2567.341,1.055
32.16,27.53,23.39,16.92,2.725,2932.624,2636.711,1.087
30.7,25.93,26.45,16.92,2.739,2845.602,2555.716,1.069
31.45,26.36,25.69,16.5,2.909,2813.805,2520.823,1.039
29.49,25.59,27.33,17.59,2.896,2836.948,2552.056,1.069
30.72,27.18,26.97,15.13,2.911,2771.565,2481.596,0.964
30.92,27.08,26.2,15.8,2.707,2789.791,2498.997,1.057
31.49,27.4,23.94,17.17,2.875,2961.389,2668.242,1.071
31.41,27.2,24.15,17.24,2.89,2941.053,2648.236,1.047
31.75,26.8,24.91,16.54,2.749,2876.226,2582.005,1.057
32.04,27.36,23.71,16.89,2.707,2922.503,2627.086,1.08
30.55,27.39,24.29,17.77,2.765,2989.52,2700.253,1.093
32.46,27.2,22.44,17.9,2.517,2980.257,2683.106,1.07
32.27,27.07,23.1,17.56,2.504,2943.618,2647.251,1.055
30.76,26.64,25.11,17.49,2.849,2952.446,2662.313,0.986
30.82,28.33,23.94,16.91,2.97,3022.078,2731.696,0.979
31.64,28.09,23.26,17.01,2.609,2955.856,2662.089,1.083
33.14,27.75,21.7,17.41,2.324,2963.766,2663.808,1.104
32.73,27.47,21.56,18.24,2.497,3037.052,2738.786,1.095
31.57,28.08,22.79,17.56,2.737,3026.97,2733.493,1.09
29.77,27.43,25.55,17.25,2.879,3005.477,2719.43,0.998
29.31,28.11,25.92,16.66,2.877,2997.271,2713.122,1.058
28.14,28.43,26.29,17.14,3.169,3086.097,2806.779,1.108
28.39,28.15,24.86,18.6,3.037,3095.656,2815.305,1.095
28.39,28.15,24.86,18.6,3.037,3095.656,2815.305,1.044
29.9,27.39,24.37,18.34,2.842,3053.959,2767.375,1.01
29.81,27.48,25.38,17.33,2.823,2950.125,2663.913,0.972
28.74,27.23,26.26,17.77,2.798,2944.294,2662.499,1.057
29.94,27,25.28,17.78,2.735,2946.136,2659.387,1.084
27.49,28.36,24.26,19.89,2.77,3221.615,2944.979,1.166
28.29,27.78,25.51,18.42,2.755,3050.727,2770.789,1.141
29.34,26,29.08,15.58,2.874,2711.135,2426.863,1.048
28.7,26.21,29.24,15.85,3.104,2761.797,2480.166,0.967
28.8,26.61,28.18,16.41,2.908,2827.209,2545.165,1.036
29.42,28.61,23.45,18.52,3.021,3135.696,2851.093,1.159
30.1,27.54,26.21,16.15,3.144,2885.683,2598.273,1.048
29.53,28.44,22.66,19.37,2.993,3205.019,2919.962,1.224
29.36,27.89,25.12,17.63,2.911,3022.725,2738.37,1.149
28.2,26.69,28.44,16.67,2.902,2838.698,2559.131,1.128
30.75,27.24,23.47,18.54,2.272,3007.681,2717.589,1.209
28.28,26.51,28.47,16.74,2.941,2825.92,2546.023,1.133
28.58,27.25,26.17,18,2.832,2985.337,2704.202,1.21
28.52,27.29,28.15,16.04,2.929,2824.069,2543.182,1.158
28.93,27.21,29.06,14.8,2.868,2822.836,2540.256,1.151
31.11,26.54,26,16.35,2.718,2826.361,2534.782,0.982
30.35,25.74,28.44,15.47,3.419,2715.958,2427.517,1.082
30.39,27.6,20.94,21.07,2.311,3280.386,2991.779,1.244
30.73,26.35,27.32,15.6,2.735,2760.37,2470.36,0.951
29.83,27.18,27.6,15.39,2.799,2804.189,2517.894,1.155
29.83,26.97,28.18,15.02,3.343,2787.822,2501.527,1.178
30.04,26.97,25.38,17.61,2.811,2980.427,2693.265,1.079
29.68,27.43,26.36,16.53,2.904,2921.79,2636.114,0.99
30.05,27.38,25.54,17.03,2.916,2930.818,2643.615,1.076
30.33,26.15,28.87,14.65,2.66,2646.972,2358.613,0.905
30.39,27.77,26.26,15.58,2.983,2867.183,2578.576,0.974
29.68,26.54,27.34,16.44,2.538,2848.816,2563.14,0.95
28.55,26.06,28.56,16.83,3.136,2810.195,2529.183,0.943
29.93,26.05,27.59,16.43,3.035,2819.863,2533.155,0.946
30.29,26.1,26.45,17.16,3.072,2871.13,2582.937,0.944
30.08,27.15,24.52,18.25,2.967,3027.294,2739.967,1.152
28.84,26.98,26.75,17.43,2.978,2961.896,2679.688,1.019
28.38,27.25,27.52,16.85,3.002,2918.149,2637.839,1.04
28.9,27.64,28.34,15.12,3.444,2825.069,2542.613,0.933
28.75,26.42,28.41,16.42,2.804,2854.923,2573.086,0.995
28.83,26.67,27.6,16.9,2.846,2891.061,2608.894,1.012
26.14,27.39,30.64,15.83,3.32,2832.625,2561.562,1.034
28.16,26.5,28.94,16.4,2.758,2826.472,2547.071,1.101
30.15,27.5,25.59,16.76,3.267,2991.155,2703.539,1.019
29.57,25.45,28.46,16.52,2.449,2785.548,2500.326,1.08
30.23,24.25,30.54,14.98,2.361,2557.13,2269.184,1.007
29.22,25.68,28.65,16.45,2.438,2787.206,2503.429,1.093
28.34,28.19,27.21,16.26,4.083,3003.163,2723.018,0.999
29.8,26.29,29.46,14.45,2.728,2664.532,2378.361,1.069
29.85,26.67,27.37,16.11,3.335,2848.358,2561.98,0.974
28.77,26.35,29.39,15.49,2.944,2760.237,2478.318,1.119
27.92,25.87,28.59,17.62,2.86,2914.057,2635.647,1.007
28.28,26.64,25.38,19.7,2.9,3130.278,2850.382,1.271
28.16,28.52,25.35,17.97,3.453,3142.996,2863.595,1.133
27.21,26.96,25.47,20.36,2.868,3212.441,2936.962,1.13
29.24,26.59,26.44,17.73,2.462,2956.779,2672.919,1.3
30.21,26.65,23.9,19.24,2.661,3074.949,2787.085,1.22
27.32,28.1,27.59,16.99,3.191,2978.818,2702.884,1.076
27.61,25.93,30.4,16.06,2.533,2744.006,2466.875,1.118
27.9,26.22,29.97,15.91,2.469,2766.087,2487.759,1.033
26.55,26.88,31.24,15.33,2.739,2763.447,2490.692,1.046
28.19,25.94,30.01,15.86,2.71,2748.929,2469.403,1.152
28.44,25.92,31.12,14.52,2.408,2611.13,2330.573,1.046
27.77,26.59,30.48,15.16,2.485,2703.569,2425.777,1.042
28.4,26.91,29.92,14.77,2.269,2679.387,2398.994,1.096
28.11,26.52,31.16,14.21,2.421,2629.51,2350.315,1.009
28.29,26.49,30.93,14.29,2.313,2663.042,2383.104,1.089
28.76,26.03,30.42,14.79,2.876,2660.854,2378.976,1.094
27.66,26.92,30.64,14.78,2.419,2708.531,2431.193,1.1
28.19,25.81,31.29,14.71,2.869,2666.307,2386.782,1.119
28.22,25.48,32.03,14.27,2.827,2605.942,2326.293,1.062
27.74,26.46,30.03,15.77,2.66,2764.5,2486.832,1.037
28.19,26.41,31.53,13.87,2.869,2621.613,2342.087,1.058
29.34,25.22,30.44,15,2.676,2619.593,2335.321,1.155
30.94,26.01,26.62,16.43,2.618,2814.517,2523.64,1.136
30.39,27.53,24.32,17.76,2.88,3032.714,2744.107,1.079
29.83,27.79,24.02,18.36,2.767,3074.917,2788.622,1.094
27.51,27.73,27.23,17.53,2.89,3009.48,2732.762,1.092
30.44,27.58,23.63,18.35,2.754,3057.385,2768.572,1.162
29.83,28.64,23.68,17.85,2.717,3093.037,2806.742,1.11
30.66,27.83,23.56,17.95,2.725,3052.619,2762.898,1.108
29.66,27.92,24.14,18.28,2.673,3063.732,2778.139,1.152
28.78,28.54,23.86,18.82,2.666,3155.81,2873.85,1.186
29.94,28.13,22.78,19.15,2.608,3140.35,2853.601,1.166
27.49,26.33,30.56,15.62,2.748,2702.909,2426.274,1.084
30,28.22,23.75,18.03,2.776,3092.441,2805.444,1.129
29.71,28.09,23.37,18.83,2.687,3120.14,2834.341,1.164
29.79,28.51,23.02,18.68,2.587,3125.214,2839.084,1.154
30.27,28.01,22.38,19.34,2.666,3149.985,2861.874,1.168
29.45,28.01,23.42,19.12,2.486,3101.425,2816.698,1.204
29.86,27.94,23.02,19.18,2.637,3123.804,2837.385,1.175
29.15,27.94,24.27,18.64,2.499,3084.978,2801.49,1.175
28.27,28.43,24.79,18.51,2.584,3060.582,2780.726,1.178
29.52,27.94,23.78,18.76,2.602,3055.598,2770.582,1.169
29.5,28.11,23.29,19.1,2.509,3120.257,2835.324,1.2
29.84,27.93,23.37,18.86,2.523,3086.864,2800.528,1.16
29.62,28.18,23.62,18.58,2.478,3002.943,2717.515,1.16
29.74,28.16,23.07,19.03,2.553,3126.955,2841.031,1.185
29.85,28.03,24.73,17.39,2.558,2987.389,2701.011,1.126
30.28,27.92,23.77,18.03,2.55,3026.441,2738.289,1.143
30.13,27.76,24.24,17.87,2.523,3004.904,2717.37,1.134
29.8,27.52,24.33,18.35,2.541,3048.969,2762.798,1.203
29.67,28.14,24.49,17.7,2.602,3045.206,2759.571,1.21
29.74,28.25,22.41,19.6,2.465,3166.516,2880.592,1.271
29.6,28.14,23.27,18.99,2.665,3154.609,2869.264,1.25
29.72,28.17,23.9,18.21,2.468,3069.677,2783.837,1.228
28.94,28.56,24.04,18.46,2.532,3081.422,2798.801,1.235
29.13,27.92,24.58,18.37,2.45,3054.79,2771.385,1.243
29.48,27.52,25.36,17.64,2.739,2987.759,2702.909,1.191
29.91,28.07,23.25,18.77,2.05,3019.38,2732.755,1.213
29.36,28.44,23.29,18.91,2.037,3055.581,2771.226,1.24
27.53,26.61,31.09,14.77,2.45,2671.653,2394.852,1.099
30.09,28.07,23.38,18.46,2.048,3023.039,2735.67,1.198
29.56,28.23,24.26,17.95,2.008,2978.087,2692.906,1.207
30.06,28.65,21.61,19.68,2.272,3159.321,2872.076,1.093
28.31,28.96,24.6,18.13,2.167,3031.913,2751.893,1.053
27.05,27.16,29.27,16.52,2.401,2838.063,2563.243,0.972
29.84,28.35,23.06,18.75,2.217,3062.226,2775.89,1.04
28.66,28.31,24.14,18.89,2.029,3036.071,2754.605,1.045
27.88,28.55,24.27,19.3,2.124,3091.507,2813.262,1.059
28.26,28.06,26.6,17.08,2.442,2947.017,2667.202,1.005
28.98,27.97,25.22,17.83,2.176,2985.563,2702.777,1.003
28.8,26.84,28.33,16.03,2.236,2742.184,2460.14,0.929
28.57,27.82,26.33,17.28,2.432,2934.042,2652.948,0.992
28.7,26.94,28.3,16.06,2.288,2753.763,2472.133,0.944
